date,aqi,Main Pollutant,ozone,PM10,PM25,date_aqi
2006-06-15,23,Ozone,23,7,18,06/15/2006
2006-06-16,30,Ozone,30,10,13,06/16/2006
2006-06-17,28,Ozone,28,9,16,06/17/2006
2006-06-18,36,Ozone,36,12,19,06/18/2006
2006-06-19,40,Ozone,40,17,22,06/19/2006
2006-06-20,31,Ozone,31,15,23,06/20/2006
2006-06-21,34,Ozone,34,20,25,06/21/2006
2006-06-22,45,Ozone,45,24,27,06/22/2006
2006-06-23,51,Ozone,51,31,29,06/23/2006
2006-06-24,47,Ozone,47,20,31,06/24/2006
2006-06-25,44,Ozone,44,20,33,06/25/2006
2006-06-26,43,Ozone,43,25,35,06/26/2006
2006-06-27,39,Ozone,39,33,37,06/27/2006
2006-06-28,39,PM2.5,39,32,39,06/28/2006
2006-06-29,35,Ozone,35,31,37,06/29/2006
2006-06-30,38,Ozone,38,23,35,06/30/2006
2006-07-01,36,Ozone,36,19,34,07/01/2006
2006-07-02,37,Ozone,37,13,42,07/02/2006
2006-07-03,37,Ozone,37,20,50,07/03/2006
2006-07-04,58,PM2.5,35,29,58,07/04/2006
2006-07-05,34,PM10,32,34,45,07/05/2006
2006-07-06,33,Ozone,33,16,32,07/06/2006
2006-07-07,35,Ozone,35,17,20,07/07/2006
2006-07-08,36,Ozone,36,18,24,07/08/2006
2006-07-09,36,Ozone,36,18,28,07/09/2006
2006-07-10,32,PM2.5,27,24,32,07/10/2006
2006-07-11,49,Ozone,49,24,25,07/11/2006
2006-07-12,43,Ozone,43,19,18,07/12/2006
2006-07-13,39,Ozone,39,15,12,07/13/2006
2006-07-14,36,Ozone,36,19,15,07/14/2006
2006-07-15,43,Ozone,43,18,19,07/15/2006
2006-07-16,46,Ozone,46,21,23,07/16/2006
2006-07-17,48,Ozone,48,22,24,07/17/2006
2006-07-18,34,PM10,46,34,26,07/18/2006
2006-07-19,31,PM10,45,31,28,07/19/2006
2006-07-20,34,PM10,44,34,33,07/20/2006
2006-07-21,32,PM10,43,32,38,07/21/2006
2006-07-22,44,PM2.5,42,34,44,07/22/2006
2006-07-23,34,Ozone,34,31,42,07/23/2006
2006-07-24,41,Ozone,41,36,40,07/24/2006
2006-07-25,42,Ozone,42,31,38,07/25/2006
2006-07-26,46,Ozone,46,33,39,07/26/2006
2006-07-27,44,Ozone,44,34,41,07/27/2006
2006-07-28,55,PM10,43,55,43,07/28/2006
2006-07-29,45,PM10,42,45,42,07/29/2006
2006-07-30,22,PM10,37,22,42,07/30/2006
2006-07-31,42,PM2.5,33,37,42,07/31/2006
2006-08-01,35,Ozone,35,29,39,08/01/2006
2006-08-02,44,Ozone,44,31,37,08/02/2006
2006-08-03,51,Ozone,51,39,35,08/03/2006
2006-08-04,90,Ozone,90,32,46,08/04/2006
2006-08-05,49,Ozone,49,40,57,08/05/2006
2006-08-06,69,PM2.5,49,38,69,08/06/2006
2006-08-07,51,Ozone,51,45,59,08/07/2006
2006-08-08,46,PM10,49,46,50,08/08/2006
2006-08-09,48,Ozone,48,24,41,08/09/2006
2006-08-10,37,Ozone,37,28,34,08/10/2006
2006-08-11,37,Ozone,37,13,27,08/11/2006
2006-08-12,29,Ozone,29,12,21,08/12/2006
2006-08-13,34,Ozone,34,12,26,08/13/2006
2006-08-14,39,Ozone,39,23,32,08/14/2006
2006-08-15,44,Ozone,44,38,38,08/15/2006
2006-08-16,37,Ozone,37,26,37,08/16/2006
2006-08-17,43,Ozone,43,20,36,08/17/2006
2006-08-18,44,Ozone,44,26,35,08/18/2006
2006-08-19,40,Ozone,40,23,40,08/19/2006
2006-08-20,44,Ozone,44,26,46,08/20/2006
2006-08-21,52,PM2.5,50,33,52,08/21/2006
2006-08-22,44,Ozone,44,41,50,08/22/2006
2006-08-23,64,Ozone,64,44,48,08/23/2006
2006-08-24,47,PM2.5,42,39,47,08/24/2006
2006-08-25,31,Ozone,31,16,43,08/25/2006
2006-08-26,38,Ozone,38,19,39,08/26/2006
2006-08-27,36,Ozone,36,23,35,08/27/2006
2006-08-28,43,Ozone,43,34,42,08/28/2006
2006-08-29,48,PM10,46,48,50,08/29/2006
2006-08-30,58,PM2.5,33,28,58,08/30/2006
2006-08-31,30,Ozone,30,15,48,08/31/2006
2006-09-01,27,Ozone,27,16,38,09/01/2006
2006-09-02,35,Ozone,35,19,28,09/02/2006
2006-09-03,41,Ozone,41,27,43,09/03/2006
2006-09-04,36,Ozone,36,32,58,09/04/2006
2006-09-05,74,PM2.5,44,48,74,09/05/2006
2006-09-06,51,PM10,40,51,79,09/06/2006
2006-09-07,45,Ozone,45,44,84,09/07/2006
2006-09-08,89,PM2.5,46,54,89,09/08/2006
2006-09-09,45,PM10,43,45,75,09/09/2006
2006-09-10,40,PM10,40,40,62,09/10/2006
2006-09-11,49,PM2.5,40,38,49,09/11/2006
2006-09-12,45,PM10,44,45,43,09/12/2006
2006-09-13,50,PM10,38,50,37,09/13/2006
2006-09-14,31,PM2.5,26,14,31,09/14/2006
2006-09-15,18,Ozone,18,8,27,09/15/2006
2006-09-16,12,Ozone,12,7,23,09/16/2006
2006-09-17,20,PM2.5,19,10,20,09/17/2006
2006-09-18,26,Ozone,26,19,20,09/18/2006
2006-09-19,21,Ozone,21,12,20,09/19/2006
2006-09-20,20,PM2.5,18,11,20,09/20/2006
2006-09-21,21,Ozone,21,9,23,09/21/2006
2006-09-22,25,Ozone,25,14,26,09/22/2006
2006-09-23,29,PM2.5,19,17,29,09/23/2006
2006-09-24,21,Ozone,21,14,32,09/24/2006
2006-09-25,24,PM10,19,24,35,09/25/2006
2006-09-26,39,PM2.5,31,31,39,09/26/2006
2006-09-27,31,Ozone,31,19,40,09/27/2006
2006-09-28,32,Ozone,32,28,41,09/28/2006
2006-09-29,43,PM2.5,35,39,43,09/29/2006
2006-09-30,39,Ozone,39,23,39,09/30/2006
2006-10-01,40,Ozone,40,19,35,10/01/2006
2006-10-02,32,PM2.5,31,26,32,10/02/2006
2006-10-03,31,Ozone,31,30,35,10/03/2006
2006-10-04,33,PM10,25,33,38,10/04/2006
2006-10-05,42,PM2.5,34,28,42,10/05/2006
2006-10-06,32,Ozone,32,25,36,10/06/2006
2006-10-07,30,Ozone,30,16,30,10/07/2006
2006-10-08,31,Ozone,31,14,25,10/08/2006
2006-10-09,32,Ozone,32,19,29,10/09/2006
2006-10-10,32,PM10,24,32,33,10/10/2006
2006-10-11,46,PM10,31,46,37,10/11/2006
2006-10-12,37,PM10,30,37,43,10/12/2006
2006-10-13,45,PM10,21,45,49,10/13/2006
2006-10-14,55,PM2.5,26,41,55,10/14/2006
2006-10-15,23,Ozone,23,20,46,10/15/2006
2006-10-16,20,Ozone,20,12,37,10/16/2006
2006-10-17,28,PM2.5,19,20,28,10/17/2006
2006-10-18,23,PM10,14,23,25,10/18/2006
2006-10-19,13,PM10,19,13,22,10/19/2006
2006-10-20,24,Ozone,24,10,20,10/20/2006
2006-10-21,23,PM10,22,23,34,10/21/2006
2006-10-22,21,PM10,20,21,48,10/22/2006
2006-10-23,62,PM2.5,21,44,62,10/23/2006
2006-10-24,25,Ozone,25,23,61,10/24/2006
2006-10-25,29,Ozone,29,19,61,10/25/2006
2006-10-26,61,PM2.5,31,27,61,10/26/2006
2006-10-27,21,PM10,37,21,54,10/27/2006
2006-10-28,44,Ozone,44,27,47,10/28/2006
2006-10-29,40,PM2.5,31,27,40,10/29/2006
2006-10-30,32,Ozone,32,15,52,10/30/2006
2006-10-31,27,PM10,27,27,64,10/31/2006
2006-11-01,77,PM2.5,27,44,77,11/01/2006
2006-11-02,34,PM10,24,34,68,11/02/2006
2006-11-03,28,PM10,14,28,59,11/03/2006
2006-11-04,51,PM2.5,19,26,51,11/04/2006
2006-11-05,22,Ozone,22,14,40,11/05/2006
2006-11-06,23,CO,12,11,29,11/06/2006
2006-11-07,31,Ozone,31,9,19,11/07/2006
2006-11-08,33,PM10,32,33,29,11/08/2006
2006-11-09,52,PM10,20,52,40,11/09/2006
2006-11-10,51,PM2.5,31,35,51,11/10/2006
2006-11-11,31,Ozone,31,19,42,11/11/2006
2006-11-12,33,Ozone,33,31,34,11/12/2006
2006-11-13,33,Ozone,33,18,26,11/13/2006
2006-11-14,31,Ozone,31,30,28,11/14/2006
2006-11-15,45,PM10,31,45,30,11/15/2006
2006-11-16,34,Ozone,34,28,33,11/16/2006
2006-11-17,65,PM10,25,65,46,11/17/2006
2006-11-18,47,PM10,24,47,59,11/18/2006
2006-11-19,72,PM2.5,17,37,72,11/19/2006
2006-11-20,33,PM10,31,33,61,11/20/2006
2006-11-21,32,Ozone,32,31,50,11/21/2006
2006-11-22,40,PM2.5,28,37,40,11/22/2006
2006-11-23,32,Ozone,32,13,44,11/23/2006
2006-11-24,32,Ozone,32,18,48,11/24/2006
2006-11-25,52,PM2.5,23,17,52,11/25/2006
2006-11-26,25,PM10,21,25,47,11/26/2006
2006-11-27,27,PM10,20,27,42,11/27/2006
2006-11-28,37,PM2.5,21,11,37,11/28/2006
2006-11-29,19,Ozone,19,15,47,11/29/2006
2006-11-30,24,Ozone,24,19,58,11/30/2006
2006-12-01,69,PM2.5,28,23,69,12/01/2006
2006-12-02,23,Ozone,23,19,67,12/02/2006
2006-12-03,20,PM10,20,20,65,12/03/2006
2006-12-04,64,PM2.5,21,23,64,12/04/2006
2006-12-05,34,CO,27,22,65,12/05/2006
2006-12-06,25,CO,17,20,66,12/06/2006
2006-12-07,67,PM2.5,18,21,67,12/07/2006
2006-12-08,19,CO,15,9,66,12/08/2006
2006-12-09,17,CO,15,14,66,12/09/2006
2006-12-10,66,PM2.5,11,21,66,12/10/2006
2006-12-11,24,Ozone,24,23,54,12/11/2006
2006-12-12,38,Ozone,38,17,43,12/12/2006
2006-12-13,32,PM2.5,31,11,32,12/13/2006
2006-12-14,31,Ozone,31,11,31,12/14/2006
2006-12-15,36,Ozone,36,8,30,12/15/2006
2006-12-16,49,PM10,32,49,30,12/16/2006
2006-12-17,62,PM10,21,62,46,12/17/2006
2006-12-18,80,PM10,21,80,62,12/18/2006
2006-12-19,78,PM2.5,19,65,78,12/19/2006
2006-12-20,73,PM10,16,73,80,12/20/2006
2006-12-21,44,PM10,15,44,82,12/21/2006
2006-12-22,85,PM2.5,16,32,85,12/22/2006
2006-12-23,21,Ozone,21,19,69,12/23/2006
2006-12-24,19,Ozone,19,16,53,12/24/2006
2006-12-25,38,PM2.5,16,10,38,12/25/2006
2006-12-26,26,CO,16,10,33,12/26/2006
2006-12-27,27,Ozone,27,11,29,12/27/2006
2006-12-28,31,Ozone,31,10,25,12/28/2006
2006-12-29,27,Ozone,27,15,28,12/29/2006
2006-12-30,23,Ozone,23,11,31,12/30/2006
2006-12-31,34,PM2.5,23,11,34,12/31/2006
2007-01-01,19,PM10,19,19,36,01/01/2007
2007-01-02,33,CO,32,18,38,01/02/2007
2007-01-03,40,PM2.5,30,13,40,01/03/2007
2007-01-04,30,Ozone,30,11,31,01/04/2007
2007-01-05,32,Ozone,32,19,22,01/05/2007
2007-01-06,32,Ozone,32,12,13,01/06/2007
2007-01-07,32,Ozone,32,13,25,01/07/2007
2007-01-08,31,Ozone,31,18,37,01/08/2007
2007-01-09,49,PM2.5,38,16,49,01/09/2007
2007-01-10,37,Ozone,37,8,50,01/10/2007
2007-01-11,35,PM10,32,35,51,01/11/2007
2007-01-12,52,PM2.5,28,45,52,01/12/2007
2007-01-13,29,PM10,29,29,50,01/13/2007
2007-01-14,22,Ozone,22,15,48,01/14/2007
2007-01-15,46,PM2.5,24,15,46,01/15/2007
2007-01-16,23,PM10,21,23,48,01/16/2007
2007-01-17,23,PM10,23,23,50,01/17/2007
2007-01-18,52,PM2.5,28,19,52,01/18/2007
2007-01-19,21,Ozone,21,16,50,01/19/2007
2007-01-20,25,Ozone,25,12,48,01/20/2007
2007-01-21,46,PM2.5,24,14,46,01/21/2007
2007-01-22,22,CO,21,12,50,01/22/2007
2007-01-23,23,CO,18,17,54,01/23/2007
2007-01-24,59,PM2.5,14,18,59,01/24/2007
2007-01-25,18,CO,16,13,56,01/25/2007
2007-01-26,28,Ozone,28,13,54,01/26/2007
2007-01-27,52,PM2.5,27,42,52,01/27/2007
2007-01-28,33,PM10,24,33,43,01/28/2007
2007-01-29,31,PM10,19,31,34,01/29/2007
2007-01-30,54,PM10,20,54,25,01/30/2007
2007-01-31,24,PM10,20,24,36,01/31/2007
2007-02-01,33,Ozone,33,14,47,02/01/2007
2007-02-02,58,PM2.5,23,21,58,02/02/2007
2007-02-03,29,Ozone,29,28,61,02/03/2007
2007-02-04,23,PM10,18,23,64,02/04/2007
2007-02-05,68,PM2.5,11,29,68,02/05/2007
2007-02-06,24,CO,13,16,63,02/06/2007
2007-02-07,20,CO,18,18,59,02/07/2007
2007-02-08,55,PM2.5,19,17,55,02/08/2007
2007-02-09,22,CO,19,19,50,02/09/2007
2007-02-10,16,Ozone,16,14,45,02/10/2007
2007-02-11,40,PM2.5,25,12,40,02/11/2007
2007-02-12,24,Ozone,24,15,53,02/12/2007
2007-02-13,24,Ozone,24,19,66,02/13/2007
2007-02-14,80,PM2.5,23,28,80,02/14/2007
2007-02-15,29,Ozone,29,19,67,02/15/2007
2007-02-16,37,Ozone,37,31,54,02/16/2007
2007-02-17,41,PM2.5,33,29,41,02/17/2007
2007-02-18,36,Ozone,36,8,31,02/18/2007
2007-02-19,35,Ozone,35,10,21,02/19/2007
2007-02-20,34,Ozone,34,6,12,02/20/2007
2007-02-21,40,PM10,34,40,19,02/21/2007
2007-02-22,31,Ozone,31,6,26,02/22/2007
2007-02-23,35,Ozone,35,22,33,02/23/2007
2007-02-24,46,PM10,38,46,32,02/24/2007
2007-02-25,33,Ozone,33,19,31,02/25/2007
2007-02-26,31,Ozone,31,10,30,02/26/2007
2007-02-27,34,Ozone,34,29,36,02/27/2007
2007-02-28,31,Ozone,31,13,43,02/28/2007
2007-03-01,50,PM2.5,40,19,50,03/01/2007
2007-03-02,39,Ozone,39,22,50,03/02/2007
2007-03-03,33,Ozone,33,32,51,03/03/2007
2007-03-04,52,PM2.5,30,27,52,03/04/2007
2007-03-05,41,PM10,12,41,53,03/05/2007
2007-03-06,39,PM10,38,39,54,03/06/2007
2007-03-07,59,PM10,31,59,56,03/07/2007
2007-03-08,38,Ozone,38,29,54,03/08/2007
2007-03-09,65,PM10,42,65,53,03/09/2007
2007-03-10,56,PM10,37,56,52,03/10/2007
2007-03-11,18,PM10,18,18,42,03/11/2007
2007-03-12,39,Ozone,39,24,32,03/12/2007
2007-03-13,47,Ozone,47,46,23,03/13/2007
2007-03-14,59,PM10,39,59,24,03/14/2007
2007-03-15,56,PM10,42,56,26,03/15/2007
2007-03-16,28,PM2.5,28,22,28,03/16/2007
2007-03-17,37,PM10,30,37,31,03/17/2007
2007-03-18,37,PM10,32,37,35,03/18/2007
2007-03-19,67,PM10,31,67,39,03/19/2007
2007-03-20,40,Ozone,40,31,39,03/20/2007
2007-03-21,47,PM10,42,47,40,03/21/2007
2007-03-22,64,PM10,36,64,41,03/22/2007
2007-03-23,49,PM10,37,49,34,03/23/2007
2007-03-24,38,PM10,22,38,27,03/24/2007
2007-03-25,35,Ozone,35,16,20,03/25/2007
2007-03-26,40,Ozone,40,36,22,03/26/2007
2007-03-27,37,Ozone,37,21,25,03/27/2007
2007-03-28,44,Ozone,44,35,28,03/28/2007
2007-03-29,55,PM10,44,55,34,03/29/2007
2007-03-30,68,PM10,46,68,41,03/30/2007
2007-03-31,48,PM2.5,36,42,48,03/31/2007
2007-04-01,41,Ozone,41,19,44,04/01/2007
2007-04-02,36,Ozone,36,35,40,04/02/2007
2007-04-03,39,Ozone,39,29,37,04/03/2007
2007-04-04,49,PM10,41,49,31,04/04/2007
2007-04-05,36,Ozone,36,22,26,04/05/2007
2007-04-06,34,Ozone,34,21,21,04/06/2007
2007-04-07,36,Ozone,36,31,23,04/07/2007
2007-04-08,44,PM10,36,44,25,04/08/2007
2007-04-09,36,Ozone,36,28,27,04/09/2007
2007-04-10,35,Ozone,35,17,20,04/10/2007
2007-04-11,34,Ozone,34,31,14,04/11/2007
2007-04-12,37,Ozone,37,33,8,04/12/2007
2007-04-13,54,PM10,39,54,34,04/13/2007
2007-04-14,39,Ozone,39,27,26,04/14/2007
2007-04-15,39,Ozone,39,16,19,04/15/2007
2007-04-16,42,Ozone,42,35,19,04/16/2007
2007-04-17,40,Ozone,40,27,19,04/17/2007
2007-04-18,36,Ozone,36,14,19,04/18/2007
2007-04-19,31,Ozone,31,9,22,04/19/2007
2007-04-20,40,Ozone,40,29,25,04/20/2007
2007-04-21,42,Ozone,42,31,28,04/21/2007
2007-04-22,40,Ozone,40,17,27,04/22/2007
2007-04-23,31,PM10,40,31,26,04/23/2007
2007-04-24,41,PM10,41,41,25,04/24/2007
2007-04-25,41,PM10,36,41,25,04/25/2007
2007-04-26,41,Ozone,41,22,25,04/26/2007
2007-04-27,43,Ozone,43,31,25,04/27/2007
2007-04-28,48,Ozone,48,31,27,04/28/2007
2007-04-29,46,Ozone,46,28,29,04/29/2007
2007-04-30,48,Ozone,48,41,32,04/30/2007
2007-05-01,42,Ozone,42,39,25,05/01/2007
2007-05-02,54,PM10,42,54,18,05/02/2007
2007-05-03,32,Ozone,32,8,11,05/03/2007
2007-05-04,35,Ozone,35,16,15,05/04/2007
2007-05-05,38,Ozone,38,14,19,05/05/2007
2007-05-06,44,Ozone,44,24,23,05/06/2007
2007-05-07,34,PM10,33,34,25,05/07/2007
2007-05-08,63,PM10,34,63,27,05/08/2007
2007-05-09,51,PM10,50,51,30,05/09/2007
2007-05-10,33,PM10,49,33,31,05/10/2007
2007-05-11,49,Ozone,49,44,32,05/11/2007
2007-05-12,44,Ozone,44,36,33,05/12/2007
2007-05-13,38,Ozone,38,12,36,05/13/2007
2007-05-14,44,Ozone,44,23,40,05/14/2007
2007-05-15,49,Ozone,49,31,44,05/15/2007
2007-05-16,53,PM10,47,53,45,05/16/2007
2007-05-17,64,Ozone,64,61,46,05/17/2007
2007-05-18,48,Ozone,48,41,47,05/18/2007
2007-05-19,33,Ozone,33,32,36,05/19/2007
2007-05-20,44,Ozone,44,15,26,05/20/2007
2007-05-21,32,Ozone,32,12,16,05/21/2007
2007-05-22,38,Ozone,38,16,16,05/22/2007
2007-05-23,40,Ozone,40,18,16,05/23/2007
2007-05-24,27,Ozone,27,12,16,05/24/2007
2007-05-25,32,Ozone,32,11,17,05/25/2007
2007-05-26,39,Ozone,39,19,19,05/26/2007
2007-05-27,45,Ozone,45,15,21,05/27/2007
2007-05-28,27,Ozone,27,15,29,05/28/2007
2007-05-29,29,Ozone,29,13,37,05/29/2007
2007-05-30,63,PM10,35,63,46,05/30/2007
2007-05-31,42,Ozone,42,33,45,05/31/2007
2007-06-01,43,PM10,42,43,45,06/01/2007
2007-06-02,45,PM2.5,44,35,45,06/02/2007
2007-06-03,47,Ozone,47,27,37,06/03/2007
2007-06-04,46,Ozone,46,35,29,06/04/2007
2007-06-05,28,Ozone,28,19,22,06/05/2007
2007-06-06,20,Ozone,20,12,21,06/06/2007
2007-06-07,20,Ozone,20,19,20,06/07/2007
2007-06-08,24,Ozone,24,20,20,06/08/2007
2007-06-09,28,Ozone,28,15,19,06/09/2007
2007-06-10,32,Ozone,32,11,19,06/10/2007
2007-06-11,31,Ozone,31,23,19,06/11/2007
2007-06-12,33,Ozone,33,19,18,06/12/2007
2007-06-13,29,PM10,33,29,18,06/13/2007
2007-06-14,18,PM2.5,34,18,18,06/14/2007
2007-06-15,16,PM10,35,16,15,06/15/2007
2007-06-16,36,Ozone,36,12,12,06/16/2007
2007-06-17,25,Ozone,25,6,10,06/17/2007
2007-06-18,22,Ozone,22,10,16,06/18/2007
2007-06-19,33,Ozone,33,19,23,06/19/2007
2007-06-20,36,Ozone,36,29,30,06/20/2007
2007-06-21,35,PM10,35,35,27,06/21/2007
2007-06-22,43,Ozone,43,33,24,06/22/2007
2007-06-23,22,PM2.5,40,21,22,06/23/2007
2007-06-24,12,PM10,37,12,20,06/24/2007
2007-06-25,14,PM10,34,14,18,06/25/2007
2007-06-26,31,Ozone,31,18,17,06/26/2007
2007-06-27,37,Ozone,37,26,26,06/27/2007
2007-06-28,42,Ozone,42,27,35,06/28/2007
2007-06-29,44,PM2.5,40,40,44,06/29/2007
2007-06-30,33,Ozone,33,11,39,06/30/2007
2007-07-01,37,Ozone,37,21,34,07/01/2007
2007-07-02,37,Ozone,37,28,29,07/02/2007
2007-07-03,40,Ozone,40,29,35,07/03/2007
2007-07-04,41,Ozone,41,38,41,07/04/2007
2007-07-05,48,PM2.5,35,40,48,07/05/2007
2007-07-06,32,PM10,38,32,40,07/06/2007
2007-07-07,41,Ozone,41,27,33,07/07/2007
2007-07-08,40,Ozone,40,23,26,07/08/2007
2007-07-09,37,PM10,34,37,26,07/09/2007
2007-07-10,32,Ozone,32,26,26,07/10/2007
2007-07-11,31,Ozone,31,30,27,07/11/2007
2007-07-12,83,PM2.5,31,32,83,07/12/2007
2007-07-13,36,PM10,30,36,68,07/13/2007
2007-07-14,54,PM2.5,36,42,54,07/14/2007
2007-07-15,42,Ozone,42,32,59,07/15/2007
2007-07-16,44,PM10,37,44,64,07/16/2007
2007-07-17,69,PM2.5,32,47,69,07/17/2007
2007-07-18,30,PM10,36,30,63,07/18/2007
2007-07-19,41,Ozone,41,19,58,07/19/2007
2007-07-20,53,PM2.5,41,21,53,07/20/2007
2007-07-21,34,Ozone,34,22,53,07/21/2007
2007-07-22,36,Ozone,36,29,54,07/22/2007
2007-07-23,55,PM2.5,33,33,55,07/23/2007
2007-07-24,30,Ozone,30,21,50,07/24/2007
2007-07-25,46,Ozone,46,23,46,07/25/2007
2007-07-26,42,PM2.5,46,31,42,07/26/2007
2007-07-27,29,PM10,47,29,41,07/27/2007
2007-07-28,25,PM10,47,25,40,07/28/2007
2007-07-29,40,PM2.5,48,22,40,07/29/2007
2007-07-30,32,PM10,48,32,65,07/30/2007
2007-07-31,49,PM10,49,49,90,07/31/2007
2007-08-01,115,PM2.5,49,76,115,08/01/2007
2007-08-02,70,PM10,50,70,114,08/02/2007
2007-08-03,61,PM10,44,61,113,08/03/2007
2007-08-04,113,PM2.5,49,57,113,08/04/2007
2007-08-05,63,PM10,41,63,98,08/05/2007
2007-08-06,76,PM10,45,76,84,08/06/2007
2007-08-07,70,PM2.5,40,57,70,08/07/2007
2007-08-08,48,PM10,35,48,68,08/08/2007
2007-08-09,56,PM10,42,56,66,08/09/2007
2007-08-10,64,PM2.5,44,46,64,08/10/2007
2007-08-11,43,Ozone,43,36,94,08/11/2007
2007-08-12,58,PM10,50,58,125,08/12/2007
2007-08-13,156,PM2.5,50,75,156,08/13/2007
2007-08-14,68,PM10,50,68,156,08/14/2007
2007-08-15,74,PM10,49,74,156,08/15/2007
2007-08-16,157,PM2.5,36,97,157,08/16/2007
2007-08-17,89,PM10,49,89,127,08/17/2007
2007-08-18,48,PM10,46,48,97,08/18/2007
2007-08-19,67,PM2.5,33,36,67,08/19/2007
2007-08-20,28,Ozone,28,10,52,08/20/2007
2007-08-21,25,Ozone,25,14,37,08/21/2007
2007-08-22,31,Ozone,31,27,23,08/22/2007
2007-08-23,36,Ozone,36,31,28,08/23/2007
2007-08-24,39,Ozone,39,30,34,08/24/2007
2007-08-25,44,Ozone,44,40,40,08/25/2007
2007-08-26,37,Ozone,37,22,37,08/26/2007
2007-08-27,37,Ozone,37,32,34,08/27/2007
2007-08-28,46,PM10,35,46,32,08/28/2007
2007-08-29,50,PM10,38,50,39,08/29/2007
2007-08-30,55,PM10,44,55,46,08/30/2007
2007-08-31,54,PM2.5,43,45,54,08/31/2007
2007-09-01,31,Ozone,31,18,55,09/01/2007
2007-09-02,37,Ozone,37,19,56,09/02/2007
2007-09-03,57,PM2.5,39,43,57,09/03/2007
2007-09-04,39,PM10,35,39,45,09/04/2007
2007-09-05,34,Ozone,34,31,33,09/05/2007
2007-09-06,50,PM10,37,50,22,09/06/2007
2007-09-07,38,PM10,32,38,22,09/07/2007
2007-09-08,36,PM10,31,36,22,09/08/2007
2007-09-09,31,Ozone,31,29,22,09/09/2007
2007-09-10,36,PM10,34,36,23,09/10/2007
2007-09-11,41,PM10,36,41,25,09/11/2007
2007-09-12,28,PM10,22,28,27,09/12/2007
2007-09-13,48,PM10,35,48,47,09/13/2007
2007-09-14,51,PM10,40,51,67,09/14/2007
2007-09-15,88,PM2.5,44,48,88,09/15/2007
2007-09-16,52,PM10,43,52,65,09/16/2007
2007-09-17,44,PM10,27,44,43,09/17/2007
2007-09-18,28,Ozone,28,19,21,09/18/2007
2007-09-19,24,Ozone,24,11,20,09/19/2007
2007-09-20,15,Ozone,15,12,19,09/20/2007
2007-09-21,30,Ozone,30,17,18,09/21/2007
2007-09-22,36,Ozone,36,14,19,09/22/2007
2007-09-23,24,Ozone,24,7,20,09/23/2007
2007-09-24,21,PM2.5,19,19,21,09/24/2007
2007-09-25,27,PM10,25,27,24,09/25/2007
2007-09-26,31,Ozone,31,24,27,09/26/2007
2007-09-27,31,PM10,29,31,30,09/27/2007
2007-09-28,38,Ozone,38,19,26,09/28/2007
2007-09-29,24,Ozone,24,14,22,09/29/2007
2007-09-30,27,Ozone,27,12,19,09/30/2007
2007-10-01,23,Ozone,23,11,16,10/01/2007
2007-10-02,23,Ozone,23,19,13,10/02/2007
2007-10-03,27,Ozone,27,7,11,10/03/2007
2007-10-04,26,Ozone,26,20,17,10/04/2007
2007-10-05,25,Ozone,25,15,23,10/05/2007
2007-10-06,29,PM2.5,22,17,29,10/06/2007
2007-10-07,23,Ozone,23,20,31,10/07/2007
2007-10-08,29,PM10,15,29,34,10/08/2007
2007-10-09,42,PM10,19,42,37,10/09/2007
2007-10-10,38,PM10,31,38,36,10/10/2007
2007-10-11,30,Ozone,30,37,35,10/11/2007
2007-10-12,35,PM2.5,23,36,35,10/12/2007
2007-10-13,35,PM10,28,35,42,10/13/2007
2007-10-14,30,PM10,23,30,50,10/14/2007
2007-10-15,58,PM2.5,20,51,58,10/15/2007
2007-10-16,45,PM10,21,45,53,10/16/2007
2007-10-17,30,Ozone,30,21,49,10/17/2007
2007-10-18,45,PM2.5,32,22,45,10/18/2007
2007-10-19,29,Ozone,29,11,44,10/19/2007
2007-10-20,29,Ozone,29,12,43,10/20/2007
2007-10-21,42,PM2.5,26,18,42,10/21/2007
2007-10-22,26,Ozone,26,13,41,10/22/2007
2007-10-23,32,PM10,21,32,41,10/23/2007
2007-10-24,52,PM10,30,52,41,10/24/2007
2007-10-25,34,Ozone,34,18,47,10/25/2007
2007-10-26,36,PM10,29,36,54,10/26/2007
2007-10-27,61,PM2.5,25,40,61,10/27/2007
2007-10-28,38,PM10,28,38,57,10/28/2007
2007-10-29,50,PM10,36,50,54,10/29/2007
2007-10-30,51,PM2.5,36,33,51,10/30/2007
2007-10-31,56,PM10,31,56,52,10/31/2007
2007-11-01,37,Ozone,37,30,54,11/01/2007
2007-11-02,56,PM2.5,31,47,56,11/02/2007
2007-11-03,38,PM10,36,38,47,11/03/2007
2007-11-04,33,Ozone,33,13,39,11/04/2007
2007-11-05,37,PM10,31,37,31,11/05/2007
2007-11-06,51,PM10,16,51,37,11/06/2007
2007-11-07,31,PM10,25,31,43,11/07/2007
2007-11-08,49,PM2.5,16,17,49,11/08/2007
2007-11-09,34,PM10,15,34,52,11/09/2007
2007-11-10,29,Ozone,29,18,55,11/10/2007
2007-11-11,59,PM2.5,24,27,59,11/11/2007
2007-11-12,31,PM10,25,31,60,11/12/2007
2007-11-13,18,PM10,26,18,61,11/13/2007
2007-11-14,62,PM2.5,27,59,62,11/14/2007
2007-11-15,49,PM10,17,49,56,11/15/2007
2007-11-16,26,PM10,17,26,50,11/16/2007
