date,aqi,Main Pollutant,ozone,PM10,PM25,date_aqi
2008-12-29,41,PM2.5,34,14,41,12/29/2008
2008-12-30,72,PM2.5,31,16,72,12/30/2008
2008-12-31,53,PM2.5,33,17,53,12/31/2008
2009-01-01,67,PM2.5,13,19,67,01/01/2009
2009-01-02,45,PM2.5,16,18,45,01/02/2009
2009-01-03,67,PM2.5,29,18,67,01/03/2009
2009-01-04,86,PM2.5,27,17,86,01/04/2009
2009-01-05,57,PM2.5,27,17,57,01/05/2009
2009-01-06,39,PM2.5,24,16,39,01/06/2009
2009-01-07,66,PM2.5,19,16,66,01/07/2009
2009-01-08,59,PM2.5,27,17,59,01/08/2009
2009-01-09,52,PM2.5,33,19,52,01/09/2009
2009-01-10,62,PM2.5,33,20,62,01/10/2009
2009-01-11,47,PM2.5,28,22,47,01/11/2009
2009-01-12,63,PM2.5,24,23,63,01/12/2009
2009-01-13,64,PM2.5,23,25,64,01/13/2009
2009-01-14,65,PM2.5,19,23,65,01/14/2009
2009-01-15,52,PM2.5,13,22,52,01/15/2009
2009-01-16,73,PM2.5,14,20,73,01/16/2009
2009-01-17,54,PM2.5,21,19,54,01/17/2009
2009-01-18,31,PM2.5,20,17,31,01/18/2009
2009-01-19,40,PM2.5,19,16,40,01/19/2009
2009-01-20,44,PM2.5,17,16,44,01/20/2009
2009-01-21,45,PM2.5,14,16,45,01/21/2009
2009-01-22,51,PM2.5,29,17,51,01/22/2009
2009-01-23,38,PM2.5,30,17,38,01/23/2009
2009-01-24,33,PM2.5,30,17,33,01/24/2009
2009-01-25,40,PM2.5,36,18,40,01/25/2009
2009-01-26,71,PM2.5,33,16,71,01/26/2009
2009-01-27,63,PM2.5,31,14,63,01/27/2009
2009-01-28,80,PM2.5,29,13,80,01/28/2009
2009-01-29,55,PM2.5,28,11,55,01/29/2009
2009-01-30,53,PM2.5,36,9,53,01/30/2009
2009-01-31,39,Ozone,39,8,13,01/31/2009
2009-02-01,38,Ozone,38,10,28,02/01/2009
2009-02-02,44,PM2.5,31,12,44,02/02/2009
2009-02-03,83,PM2.5,19,14,83,02/03/2009
2009-02-04,78,PM2.5,24,16,78,02/04/2009
2009-02-05,99,PM2.5,18,18,99,02/05/2009
2009-02-06,73,PM2.5,27,21,73,02/06/2009
2009-02-07,55,PM2.5,28,20,55,02/07/2009
2009-02-08,46,PM2.5,24,19,46,02/08/2009
2009-02-09,72,PM2.5,27,18,72,02/09/2009
2009-02-10,53,PM2.5,32,17,53,02/10/2009
2009-02-11,48,PM2.5,30,16,48,02/11/2009
2009-02-12,60,PM2.5,32,16,60,02/12/2009
2009-02-13,47,PM2.5,28,17,47,02/13/2009
2009-02-14,55,PM2.5,30,19,55,02/14/2009
2009-02-15,58,PM2.5,30,21,58,02/15/2009
2009-02-16,46,PM2.5,32,22,46,02/16/2009
2009-02-17,51,PM2.5,31,24,51,02/17/2009
2009-02-18,70,PM2.5,30,26,70,02/18/2009
2009-02-19,57,PM2.5,35,24,57,02/19/2009
2009-02-20,59,PM2.5,38,22,59,02/20/2009
2009-02-21,57,PM2.5,34,20,57,02/21/2009
2009-02-22,55,PM2.5,38,18,55,02/22/2009
2009-02-23,69,PM2.5,22,16,69,02/23/2009
2009-02-24,55,PM2.5,38,14,55,02/24/2009
2009-02-25,33,PM2.5,29,20,33,02/25/2009
2009-02-26,31,PM2.5,28,26,31,02/26/2009
2009-02-27,56,PM2.5,38,33,56,02/27/2009
2009-02-28,50,PM2.5,35,39,50,02/28/2009
2009-03-01,59,PM2.5,32,45,59,03/01/2009
2009-03-02,77,PM2.5,26,52,77,03/02/2009
2009-03-03,55,PM2.5,30,46,55,03/03/2009
2009-03-04,42,Ozone,42,41,34,03/04/2009
2009-03-05,41,Ozone,41,36,17,03/05/2009
2009-03-06,41,Ozone,41,30,30,03/06/2009
2009-03-07,43,PM2.5,42,25,43,03/07/2009
2009-03-08,38,PM2.5,37,20,38,03/08/2009
2009-03-09,36,Ozone,36,23,30,03/09/2009
2009-03-10,50,PM2.5,33,27,50,03/10/2009
2009-03-11,58,PM2.5,41,31,58,03/11/2009
2009-03-12,63,PM2.5,44,34,63,03/12/2009
2009-03-13,58,PM2.5,43,38,58,03/13/2009
2009-03-14,82,PM2.5,41,42,82,03/14/2009
2009-03-15,44,Ozone,44,39,36,03/15/2009
2009-03-16,44,PM2.5,44,36,44,03/16/2009
2009-03-17,51,PM2.5,43,34,51,03/17/2009
2009-03-18,48,PM2.5,43,31,48,03/18/2009
2009-03-19,51,PM2.5,41,28,51,03/19/2009
2009-03-20,54,PM2.5,35,26,54,03/20/2009
2009-03-21,51,PM2.5,27,29,51,03/21/2009
2009-03-22,43,PM2.5,40,33,43,03/22/2009
2009-03-23,45,PM2.5,37,37,45,03/23/2009
2009-03-24,47,PM2.5,42,40,47,03/24/2009
2009-03-25,47,Ozone,47,44,34,03/25/2009
2009-03-26,48,PM2.5,46,48,48,03/26/2009
2009-03-27,53,PM2.5,44,42,53,03/27/2009
2009-03-28,42,Ozone,42,37,40,03/28/2009
2009-03-29,46,PM2.5,46,31,46,03/29/2009
2009-03-30,52,PM2.5,42,25,52,03/30/2009
2009-03-31,40,PM2.5,38,20,40,03/31/2009
2009-04-01,41,Ozone,41,15,27,04/01/2009
2009-04-02,42,Ozone,42,22,31,04/02/2009
2009-04-03,45,Ozone,45,29,33,04/03/2009
2009-04-04,45,PM2.5,44,36,45,04/04/2009
2009-04-05,42,Ozone,42,43,36,04/05/2009
2009-04-06,46,Ozone,46,50,45,04/06/2009
2009-04-07,58,PM10,49,58,55,04/07/2009
2009-04-08,53,PM2.5,48,51,53,04/08/2009
2009-04-09,55,PM2.5,45,45,55,04/09/2009
2009-04-10,50,PM2.5,44,38,50,04/10/2009
2009-04-11,41,Ozone,41,32,30,04/11/2009
2009-04-12,44,Ozone,44,25,35,04/12/2009
2009-04-13,48,Ozone,48,19,27,04/13/2009
2009-04-14,46,Ozone,46,19,21,04/14/2009
2009-04-15,44,Ozone,44,20,37,04/15/2009
2009-04-16,52,PM2.5,46,21,52,04/16/2009
2009-04-17,47,PM2.5,45,22,47,04/17/2009
2009-04-18,49,Ozone,49,23,35,04/18/2009
2009-04-19,44,Ozone,44,24,39,04/19/2009
2009-04-20,42,PM2.5,37,23,42,04/20/2009
2009-04-21,44,PM2.5,43,22,44,04/21/2009
2009-04-22,51,PM2.5,40,22,51,04/22/2009
2009-04-23,45,Ozone,45,21,33,04/23/2009
2009-04-24,48,PM2.5,44,20,48,04/24/2009
2009-04-25,55,PM2.5,44,20,55,04/25/2009
2009-04-26,45,Ozone,45,20,41,04/26/2009
2009-04-27,43,Ozone,43,20,24,04/27/2009
2009-04-28,44,Ozone,44,20,32,04/28/2009
2009-04-29,44,Ozone,44,20,33,04/29/2009
2009-04-30,49,Ozone,49,20,46,04/30/2009
2009-05-01,51,Ozone,51,20,44,05/01/2009
2009-05-02,61,Ozone,61,17,39,05/02/2009
2009-05-03,37,Ozone,37,15,36,05/03/2009
2009-05-04,48,Ozone,48,13,40,05/04/2009
2009-05-05,40,Ozone,40,10,15,05/05/2009
2009-05-06,7,CO,37,8,15,05/06/2009
2009-05-07,35,Ozone,35,6,15,05/07/2009
2009-05-08,34,Ozone,34,7,28,05/08/2009
2009-05-09,36,Ozone,36,8,27,05/09/2009
2009-05-10,46,Ozone,46,10,30,05/10/2009
2009-05-11,38,Ozone,38,11,30,05/11/2009
2009-05-12,40,Ozone,40,12,27,05/12/2009
2009-05-13,35,Ozone,35,14,26,05/13/2009
2009-05-14,35,Ozone,35,14,21,05/14/2009
2009-05-15,39,Ozone,39,15,32,05/15/2009
2009-05-16,44,Ozone,44,15,37,05/16/2009
2009-05-17,42,Ozone,42,16,38,05/17/2009
2009-05-18,55,PM2.5,38,16,55,05/18/2009
2009-05-19,44,Ozone,44,17,38,05/19/2009
2009-05-20,37,Ozone,37,17,29,05/20/2009
2009-05-21,43,Ozone,43,17,29,05/21/2009
2009-05-22,46,Ozone,46,17,35,05/22/2009
2009-05-23,44,Ozone,44,17,43,05/23/2009
2009-05-24,47,Ozone,47,17,43,05/24/2009
2009-05-25,45,Ozone,45,17,41,05/25/2009
2009-05-26,54,Ozone,54,17,44,05/26/2009
2009-05-27,47,Ozone,47,17,44,05/27/2009
2009-05-28,42,PM2.5,41,18,42,05/28/2009
2009-05-29,40,PM2.5,40,18,40,05/29/2009
2009-05-30,55,PM2.5,45,18,55,05/30/2009
2009-05-31,42,PM2.5,40,19,42,05/31/2009
2009-06-01,52,PM2.5,38,16,52,06/01/2009
2009-06-02,47,PM2.5,41,14,47,06/02/2009
2009-06-03,48,Ozone,48,12,44,06/03/2009
2009-06-04,71,Ozone,71,9,48,06/04/2009
2009-06-05,56,PM2.5,39,7,56,06/05/2009
2009-06-06,36,Ozone,36,5,28,06/06/2009
2009-06-07,43,Ozone,43,9,31,06/07/2009
2009-06-08,36,Ozone,36,14,30,06/08/2009
2009-06-09,39,Ozone,39,18,30,06/09/2009
2009-06-10,43,Ozone,43,23,30,06/10/2009
2009-06-11,46,Ozone,46,27,36,06/11/2009
2009-06-12,53,PM2.5,46,32,53,06/12/2009
2009-06-13,47,PM2.5,45,35,47,06/13/2009
2009-06-14,47,PM2.5,41,38,47,06/14/2009
2009-06-15,44,PM2.5,42,41,44,06/15/2009
2009-06-16,47,PM2.5,40,44,47,06/16/2009
2009-06-17,44,PM2.5,42,47,44,06/17/2009
2009-06-18,51,PM10,35,51,37,06/18/2009
2009-06-19,38,PM2.5,34,45,38,06/19/2009
2009-06-20,34,PM2.5,34,39,34,06/20/2009
2009-06-21,35,PM2.5,33,34,35,06/21/2009
2009-06-22,28,PM2.5,20,28,28,06/22/2009
2009-06-23,32,PM2.5,31,22,32,06/23/2009
2009-06-24,38,Ozone,38,17,36,06/24/2009
2009-06-25,41,Ozone,41,17,34,06/25/2009
2009-06-26,40,Ozone,40,18,38,06/26/2009
2009-06-27,38,PM2.5,38,19,38,06/27/2009
2009-06-28,48,PM2.5,40,19,48,06/28/2009
2009-06-29,47,Ozone,47,20,40,06/29/2009
2009-06-30,55,PM2.5,50,21,55,06/30/2009
2009-07-01,52,PM2.5,44,21,52,07/01/2009
2009-07-02,55,PM2.5,43,22,55,07/02/2009
2009-07-03,51,PM2.5,40,22,51,07/03/2009
2009-07-04,61,PM2.5,39,23,61,07/04/2009
2009-07-05,62,PM2.5,44,23,62,07/05/2009
2009-07-06,42,PM2.5,28,24,42,07/06/2009
2009-07-07,39,PM2.5,31,23,39,07/07/2009
2009-07-08,30,PM2.5,28,23,30,07/08/2009
2009-07-09,37,PM2.5,26,22,37,07/09/2009
2009-07-10,49,PM2.5,31,22,49,07/10/2009
2009-07-11,40,PM2.5,34,21,40,07/11/2009
2009-07-12,51,PM2.5,31,21,51,07/12/2009
2009-07-13,38,PM2.5,31,20,38,07/13/2009
2009-07-14,42,PM2.5,21,20,42,07/14/2009
2009-07-15,55,PM2.5,25,20,55,07/15/2009
2009-07-16,54,PM2.5,39,20,54,07/16/2009
2009-07-17,52,PM2.5,36,20,52,07/17/2009
2009-07-18,46,PM2.5,38,20,46,07/18/2009
2009-07-19,41,Ozone,41,20,38,07/19/2009
2009-07-20,44,PM2.5,37,20,44,07/20/2009
2009-07-21,53,PM2.5,37,20,53,07/21/2009
2009-07-22,61,PM2.5,37,20,61,07/22/2009
2009-07-23,56,PM2.5,40,20,56,07/23/2009
2009-07-24,58,PM2.5,35,20,58,07/24/2009
2009-07-25,43,PM2.5,37,20,43,07/25/2009
2009-07-26,55,PM2.5,34,20,55,07/26/2009
2009-07-27,48,PM2.5,35,20,48,07/27/2009
2009-07-28,34,Ozone,34,20,33,07/28/2009
2009-07-29,35,PM2.5,32,20,35,07/29/2009
2009-07-30,54,PM2.5,41,21,54,07/30/2009
2009-07-31,40,PM2.5,36,21,40,07/31/2009
2009-08-01,45,PM2.5,36,22,45,08/01/2009
2009-08-02,63,PM2.5,39,23,63,08/02/2009
2009-08-03,84,PM2.5,40,23,84,08/03/2009
2009-08-04,61,PM2.5,28,24,61,08/04/2009
2009-08-05,45,PM2.5,32,25,45,08/05/2009
2009-08-06,48,PM2.5,34,24,48,08/06/2009
2009-08-07,48,PM2.5,31,24,48,08/07/2009
2009-08-08,46,PM2.5,32,23,46,08/08/2009
2009-08-09,66,PM2.5,30,23,66,08/09/2009
2009-08-10,55,PM2.5,36,22,55,08/10/2009
2009-08-11,38,PM2.5,31,22,38,08/11/2009
2009-08-12,21,PM2.5,17,21,21,08/12/2009
2009-08-13,30,Ozone,30,20,19,08/13/2009
2009-08-14,39,PM2.5,26,19,39,08/14/2009
2009-08-15,33,PM2.5,20,18,33,08/15/2009
2009-08-16,26,PM2.5,21,17,26,08/16/2009
2009-08-17,36,PM2.5,21,17,36,08/17/2009
2009-08-18,43,PM2.5,28,18,43,08/18/2009
2009-08-19,46,PM2.5,29,19,46,08/19/2009
2009-08-20,60,PM2.5,27,20,60,08/20/2009
2009-08-21,62,PM2.5,38,21,62,08/21/2009
2009-08-22,52,PM2.5,43,22,52,08/22/2009
2009-08-23,49,PM2.5,42,23,49,08/23/2009
2009-08-24,54,PM2.5,44,24,54,08/24/2009
2009-08-25,50,PM2.5,46,26,50,08/25/2009
2009-08-26,46,PM2.5,41,28,46,08/26/2009
2009-08-27,38,Ozone,38,30,37,08/27/2009
2009-08-28,38,PM2.5,31,32,38,08/28/2009
2009-08-29,53,PM2.5,32,34,53,08/29/2009
2009-08-30,50,PM2.5,37,35,50,08/30/2009
2009-08-31,37,Ozone,37,36,35,08/31/2009
2009-09-01,41,Ozone,41,38,32,09/01/2009
2009-09-02,33,PM2.5,30,39,33,09/02/2009
2009-09-03,33,Ozone,33,40,27,09/03/2009
2009-09-04,42,PM10,32,42,24,09/04/2009
2009-09-05,25,PM2.5,31,38,25,09/05/2009
2009-09-06,19,PM2.5,30,35,19,09/06/2009
2009-09-07,15,PM2.5,29,32,15,09/07/2009
2009-09-08,29,Ozone,29,29,10,09/08/2009
2009-09-09,31,Ozone,31,26,18,09/09/2009
2009-09-10,32,Ozone,32,23,28,09/10/2009
2009-09-11,33,Ozone,33,25,25,09/11/2009
2009-09-12,33,Ozone,33,27,31,09/12/2009
2009-09-13,36,Ozone,36,30,29,09/13/2009
2009-09-14,35,Ozone,35,32,28,09/14/2009
2009-09-15,41,PM2.5,33,34,41,09/15/2009
2009-09-16,45,PM2.5,33,37,45,09/16/2009
2009-09-17,36,Ozone,36,35,34,09/17/2009
2009-09-18,37,Ozone,37,33,18,09/18/2009
2009-09-19,33,Ozone,33,32,26,09/19/2009
2009-09-20,29,Ozone,29,30,14,09/20/2009
2009-09-21,23,Ozone,23,28,18,09/21/2009
2009-09-22,28,PM2.5,26,27,28,09/22/2009
2009-09-23,29,PM2.5,19,29,29,09/23/2009
2009-09-24,50,PM2.5,20,31,50,09/24/2009
2009-09-25,56,PM2.5,41,33,56,09/25/2009
2009-09-26,43,Ozone,43,35,38,09/26/2009
2009-09-27,53,PM2.5,32,37,53,09/27/2009
2009-09-28,61,PM2.5,29,39,61,09/28/2009
2009-09-29,48,PM2.5,38,33,48,09/29/2009
2009-09-30,25,PM2.5,25,28,25,09/30/2009
2009-10-01,31,PM2.5,25,23,31,10/01/2009
2009-10-02,31,Ozone,31,18,25,10/02/2009
2009-10-03,27,Ozone,27,13,22,10/03/2009
2009-10-04,25,Ozone,25,8,12,10/04/2009
2009-10-05,26,PM2.5,25,8,26,10/05/2009
2009-10-06,29,Ozone,29,9,27,10/06/2009
2009-10-07,25,Ozone,25,9,19,10/07/2009
2009-10-08,27,Ozone,27,10,23,10/08/2009
2009-10-09,28,Ozone,28,10,23,10/09/2009
2009-10-10,28,PM2.5,28,11,28,10/10/2009
2009-10-11,32,PM2.5,28,14,32,10/11/2009
2009-10-12,42,PM2.5,31,17,42,10/12/2009
2009-10-13,58,PM2.5,28,20,58,10/13/2009
2009-10-14,48,PM2.5,19,23,48,10/14/2009
2009-10-15,57,PM2.5,18,26,57,10/15/2009
2009-10-16,47,PM2.5,8,29,47,10/16/2009
2009-10-17,54,PM2.5,16,27,54,10/17/2009
2009-10-18,29,Ozone,29,25,28,10/18/2009
2009-10-19,57,PM2.5,14,24,57,10/19/2009
2009-10-20,54,PM2.5,14,22,54,10/20/2009
2009-10-21,59,PM2.5,14,20,59,10/21/2009
2009-10-22,49,PM2.5,19,19,49,10/22/2009
2009-10-23,48,PM2.5,24,17,48,10/23/2009
2009-10-24,29,PM2.5,27,17,29,10/24/2009
2009-10-25,50,PM2.5,23,17,50,10/25/2009
2009-10-26,32,PM2.5,26,18,32,10/26/2009
2009-10-27,40,PM2.5,24,18,40,10/27/2009
2009-10-28,63,PM2.5,18,19,63,10/28/2009
2009-10-29,61,PM2.5,24,22,61,10/29/2009
2009-10-30,63,PM2.5,19,26,63,10/30/2009
2009-10-31,31,PM2.5,28,30,31,10/31/2009
2009-11-01,39,PM2.5,31,33,39,11/01/2009
2009-11-02,58,PM2.5,20,37,58,11/02/2009
2009-11-03,70,PM2.5,30,41,70,11/03/2009
2009-11-04,61,PM2.5,18,39,61,11/04/2009
2009-11-05,76,PM2.5,10,38,76,11/05/2009
2009-11-06,52,PM2.5,34,37,52,11/06/2009
2009-11-07,33,Ozone,33,35,24,11/07/2009
2009-11-08,34,PM2.5,32,34,34,11/08/2009
2009-11-09,42,PM2.5,27,33,42,11/09/2009
2009-11-10,52,PM2.5,22,30,52,11/10/2009
2009-11-11,52,PM2.5,18,28,52,11/11/2009
2009-11-12,48,PM2.5,24,26,48,11/12/2009
2009-11-13,40,PM2.5,31,23,40,11/13/2009
2009-11-14,37,PM2.5,26,21,37,11/14/2009
2009-11-15,49,PM2.5,30,19,49,11/15/2009
2009-11-16,53,PM2.5,32,17,53,11/16/2009
2009-11-17,48,PM2.5,36,16,48,11/17/2009
2009-11-18,33,Ozone,33,15,31,11/18/2009
2009-11-19,51,PM2.5,24,14,51,11/19/2009
2009-11-20,60,PM2.5,21,13,60,11/20/2009
2009-11-21,33,Ozone,33,12,26,11/21/2009
2009-11-22,52,PM2.5,28,12,52,11/22/2009
2009-11-23,55,PM2.5,28,12,55,11/23/2009
2009-11-24,54,PM2.5,27,12,54,11/24/2009
2009-11-25,55,PM2.5,7,12,55,11/25/2009
2009-11-26,58,PM2.5,1,12,58,11/26/2009
2009-11-27,49,PM2.5,19,13,49,11/27/2009
2009-11-28,50,PM2.5,19,16,50,11/28/2009
2009-11-29,48,PM2.5,19,20,48,11/29/2009
2009-11-30,33,PM2.5,23,23,33,11/30/2009
2009-12-01,35,PM2.5,27,27,35,12/01/2009
2009-12-02,38,PM2.5,27,30,38,12/02/2009
2009-12-03,54,PM2.5,26,34,54,12/03/2009
2009-12-04,56,PM2.5,17,30,56,12/04/2009
2009-12-05,34,Ozone,34,27,23,12/05/2009
2009-12-06,32,Ozone,32,24,25,12/06/2009
2009-12-07,37,PM2.5,33,21,37,12/07/2009
2009-12-08,56,PM2.5,29,18,56,12/08/2009
2009-12-09,50,PM2.5,27,15,50,12/09/2009
2009-12-10,49,PM2.5,27,17,49,12/10/2009
2009-12-11,60,PM2.5,22,20,60,12/11/2009
2009-12-12,72,PM2.5,26,23,72,12/12/2009
2009-12-13,27,PM2.5,26,25,27,12/13/2009
2009-12-14,40,PM2.5,25,28,40,12/14/2009
2009-12-15,88,PM2.5,14,31,88,12/15/2009
2009-12-16,86,PM2.5,13,28,86,12/16/2009
2009-12-17,57,PM2.5,15,26,57,12/17/2009
2009-12-18,68,PM2.5,15,24,68,12/18/2009
2009-12-19,60,PM2.5,16,22,60,12/19/2009
2009-12-20,53,PM2.5,18,20,53,12/20/2009
2009-12-21,58,PM2.5,7,18,58,12/21/2009
2009-12-22,33,PM2.5,25,19,33,12/22/2009
2009-12-23,33,PM2.5,23,21,33,12/23/2009
2009-12-24,49,PM2.5,28,22,49,12/24/2009
2009-12-25,33,PM2.5,30,24,33,12/25/2009
2009-12-26,36,PM2.5,26,25,36,12/26/2009
2009-12-27,35,PM2.5,19,27,35,12/27/2009
2009-12-28,41,PM2.5,16,24,41,12/28/2009
2009-12-29,51,PM2.5,12,21,51,12/29/2009
2009-12-30,73,PM2.5,17,19,73,12/30/2009
2009-12-31,53,PM2.5,17,16,53,12/31/2009
2010-01-01,40,PM2.5,21,13,40,01/01/2010
2010-01-02,55,PM2.5,25,11,55,01/02/2010
2010-01-03,46,PM2.5,19,12,46,01/03/2010
2010-01-04,48,PM2.5,25,14,48,01/04/2010
2010-01-05,46,PM2.5,31,16,46,01/05/2010
2010-01-06,51,PM2.5,31,17,51,01/06/2010
2010-01-07,60,PM2.5,25,19,60,01/07/2010
2010-01-08,72,PM2.5,22,21,72,01/08/2010
2010-01-09,71,PM2.5,20,20,71,01/09/2010
2010-01-10,68,PM2.5,15,19,68,01/10/2010
2010-01-11,86,PM2.5,14,18,86,01/11/2010
2010-01-12,83,PM2.5,13,17,83,01/12/2010
2010-01-13,66,PM2.5,9,16,66,01/13/2010
2010-01-14,59,PM2.5,26,16,59,01/14/2010
2010-01-15,50,PM2.5,34,15,50,01/15/2010
2010-01-16,43,PM2.5,31,15,43,01/16/2010
2010-01-17,54,PM2.5,13,15,54,01/17/2010
2010-01-18,48,PM2.5,13,14,48,01/18/2010
2010-01-19,52,PM2.5,17,14,52,01/19/2010
2010-01-20,53,PM2.5,21,14,53,01/20/2010
2010-01-21,49,PM2.5,23,14,49,01/21/2010
2010-01-22,36,PM2.5,24,14,36,01/22/2010
2010-01-23,45,PM2.5,22,15,45,01/23/2010
2010-01-24,53,PM2.5,19,15,53,01/24/2010
2010-01-25,53,PM2.5,21,15,53,01/25/2010
2010-01-26,59,PM2.5,26,16,59,01/26/2010
2010-01-27,51,PM2.5,25,17,51,01/27/2010
2010-01-28,57,PM2.5,25,19,57,01/28/2010
2010-01-29,74,PM2.5,20,21,74,01/29/2010
2010-01-30,53,PM2.5,29,22,53,01/30/2010
2010-01-31,71,PM2.5,25,24,71,01/31/2010
2010-02-01,79,PM2.5,15,26,79,02/01/2010
2010-02-02,58,PM2.5,24,23,58,02/02/2010
2010-02-03,52,PM2.5,19,21,52,02/03/2010
2010-02-04,56,PM2.5,23,19,56,02/04/2010
2010-02-05,49,PM2.5,23,17,49,02/05/2010
2010-02-06,52,PM2.5,17,15,52,02/06/2010
2010-02-07,54,PM2.5,23,13,54,02/07/2010
2010-02-08,40,PM2.5,24,13,40,02/08/2010
2010-02-09,48,PM2.5,29,14,48,02/09/2010
2010-02-10,47,PM2.5,32,14,47,02/10/2010
2010-02-11,45,PM2.5,26,15,45,02/11/2010
2010-02-12,48,PM2.5,21,15,48,02/12/2010
2010-02-13,40,PM2.5,27,16,40,02/13/2010
2010-02-14,34,PM2.5,23,25,34,02/14/2010
2010-02-15,60,PM2.5,24,34,60,02/15/2010
2010-02-16,65,PM2.5,19,43,65,02/16/2010
2010-02-17,33,Ozone,33,52,28,02/17/2010
2010-02-18,49,PM2.5,34,61,49,02/18/2010
2010-02-19,70,PM10,37,70,52,02/19/2010
2010-02-20,41,Ozone,41,62,36,02/20/2010
2010-02-21,37,PM2.5,37,55,37,02/21/2010
2010-02-22,56,PM2.5,35,48,56,02/22/2010
2010-02-23,56,PM2.5,32,40,56,02/23/2010
2010-02-24,62,PM2.5,21,33,62,02/24/2010
2010-02-25,56,PM2.5,29,26,56,02/25/2010
2010-02-26,45,PM2.5,32,33,45,02/26/2010
2010-02-27,37,PM2.5,27,41,37,02/27/2010
2010-02-28,43,PM2.5,31,48,43,02/28/2010
2010-03-01,40,PM2.5,37,56,40,03/01/2010
2010-03-02,57,PM2.5,31,63,57,03/02/2010
2010-03-03,71,PM10,28,71,65,03/03/2010
2010-03-04,54,PM2.5,26,60,54,03/04/2010
2010-03-05,35,PM2.5,34,50,35,03/05/2010
2010-03-06,65,PM2.5,34,39,65,03/06/2010
2010-03-07,44,PM2.5,37,29,44,03/07/2010
2010-03-08,52,PM2.5,37,18,52,03/08/2010
2010-03-09,34,PM2.5,34,8,34,03/09/2010
2010-03-10,44,PM2.5,36,11,44,03/10/2010
2010-03-11,42,PM2.5,39,14,42,03/11/2010
2010-03-12,45,PM2.5,40,18,45,03/12/2010
2010-03-13,40,Ozone,40,21,16,03/13/2010
2010-03-14,46,PM2.5,40,24,46,03/14/2010
2010-03-15,46,PM2.5,36,28,46,03/15/2010
2010-03-16,54,PM2.5,36,31,54,03/16/2010
2010-03-17,41,Ozone,41,35,25,03/17/2010
2010-03-18,38,Ozone,38,38,35,03/18/2010
2010-03-19,36,Ozone,36,42,33,03/19/2010
2010-03-20,41,Ozone,41,45,34,03/20/2010
2010-03-21,57,PM2.5,27,49,57,03/21/2010
2010-03-22,33,Ozone,33,45,22,03/22/2010
2010-03-23,40,Ozone,40,42,38,03/23/2010
2010-03-24,44,PM2.5,40,39,44,03/24/2010
2010-03-25,37,Ozone,37,36,35,03/25/2010
2010-03-26,35,Ozone,35,33,17,03/26/2010
2010-03-27,41,Ozone,41,30,37,03/27/2010
2010-03-28,41,Ozone,41,28,33,03/28/2010
2010-03-29,40,Ozone,40,27,8,03/29/2010
2010-03-30,44,Ozone,44,25,18,03/30/2010
2010-03-31,37,Ozone,37,24,14,03/31/2010
2010-04-01,40,Ozone,40,22,25,04/01/2010
2010-04-02,43,Ozone,43,21,25,04/02/2010
2010-04-03,40,Ozone,40,21,18,04/03/2010
2010-04-04,40,Ozone,40,22,13,04/04/2010
2010-04-05,43,Ozone,43,22,28,04/05/2010
2010-04-06,40,Ozone,40,23,14,04/06/2010
2010-04-07,41,Ozone,41,23,31,04/07/2010
2010-04-08,40,Ozone,40,24,23,04/08/2010
2010-04-09,36,Ozone,36,23,16,04/09/2010
2010-04-10,42,Ozone,42,22,29,04/10/2010
2010-04-11,41,Ozone,41,21,19,04/11/2010
2010-04-12,37,Ozone,37,20,30,04/12/2010
2010-04-13,27,Ozone,27,19,26,04/13/2010
2010-04-14,38,PM2.5,27,19,38,04/14/2010
2010-04-15,46,Ozone,46,21,39,04/15/2010
2010-04-16,36,PM2.5,44,23,36,04/16/2010
2010-04-17,39,PM2.5,42,25,39,04/17/2010
2010-04-18,40,Ozone,40,27,35,04/18/2010
2010-04-19,35,PM2.5,44,29,35,04/19/2010
2010-04-20,48,Ozone,48,31,33,04/20/2010
2010-04-21,48,Ozone,48,29,40,04/21/2010
2010-04-22,36,PM2.5,30,27,36,04/22/2010
2010-04-23,45,Ozone,45,25,28,04/23/2010
2010-04-24,45,Ozone,45,23,19,04/24/2010
2010-04-25,41,Ozone,41,21,17,04/25/2010
2010-04-26,23,PM2.5,41,19,23,04/26/2010
2010-04-27,34,PM2.5,41,17,34,04/27/2010
2010-04-28,9,PM2.5,41,15,9,04/28/2010
2010-04-29,15,PM2.5,41,14,15,04/29/2010
2010-04-30,41,Ozone,41,12,22,04/30/2010
2010-05-01,37,Ozone,37,10,20,05/01/2010
2010-05-02,42,Ozone,42,9,18,05/02/2010
2010-05-03,45,Ozone,45,10,26,05/03/2010
2010-05-04,33,Ozone,33,11,12,05/04/2010
2010-05-05,41,Ozone,41,12,18,05/05/2010
2010-05-06,41,Ozone,41,13,28,05/06/2010
2010-05-07,42,Ozone,42,14,30,05/07/2010
2010-05-08,36,Ozone,36,16,22,05/08/2010
2010-05-09,39,Ozone,39,18,16,05/09/2010
2010-05-10,41,Ozone,41,21,10,05/10/2010
2010-05-11,46,Ozone,46,23,23,05/11/2010
2010-05-12,61,Ozone,61,26,27,05/12/2010
2010-05-13,50,Ozone,50,28,29,05/13/2010
2010-05-14,58,Ozone,58,31,44,05/14/2010
2010-05-15,61,Ozone,61,27,37,05/15/2010
2010-05-16,48,Ozone,48,23,33,05/16/2010
